sentiment,lang,hashtags,clean_text
1,en,,rt starpharma asx new data shows viraleze active spl has potent and rapid virucidal activity achieving gt reduction of virus ag
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,covid19,rt bogochisaac covid vaccines have been administered so far today in ontario are nd doses these are huge vaccine days
-1,en,,pin code bmcc deenanath hospital pvtvaccines covishield min age limit dose capacity 
-1,en,,pin code jayabai sutar hospital pmcgvaccines covishield covaxin min age limit dose capacity 
-1,en,,pin code rajiv gandhi hospital pmcgvaccines covaxin min age limit dose capacity dose c 
-1,en,,pin code galande hospital nagar rd pmcgvaccines covaxin min age limit dose capacity dos 
-1,en,,pin code alliance munot pvt hospitalvaccines covishield min age limit dose capacity dose 
-1,en,,pin code navale medical collegevaccines covishield min age limit dose capacity 
0,en,coronavirus,rt dramsinghvi third wave of coronavirus has hit africa in a full blown manner gradual unlock in india a must for the economy but was s
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,,rt drericding regarding j amp j i have no direct evidence based position however it s not technically a dose vaccine if you re inte
1,en,covid19,rt williamyang breaking moderna covid vaccines will be delivered by china airline s cargo flight from luxembourg tonight a
-1,en,,rt dapoq pdot israeli people feeling good reading this tweet until they get to the replies
1,en,,rt paldhous the delta variant should pose little threat if you re fully vaccinated but could still cause deadly surges in places wher
-1,en,,india the world s largest manufacturer of vaccines wants to resume exports of coronavirus doses but cannot do so 
1,en,,rt alarabiya eng india the world s largest manufacturer of vaccines wants to resume exports of coronavirus doses but cannot do so until
0,en,,rt highwiretalk dirty deeds new mask study s dirty secret rock stars rebel rise in chronic illness covid vaccine injury puts ahmed s
-1,en,,rt samardjarrah when you do cheap propaganda because you are an apartheid colonial settler occupation
-1,en,bihar,rt sumisukanya a woman in bihar received two doses of covishield and covaxin within a span of minutes in india all experiments
1,en,,rt telglobalhealth africa is in the midst of a full blown third wave of coronavirus the head of whoafro has warnedcases have risen
-1,en,,do you all see how shit ty this occupying power is and yet they are trying to play the good people role as always 
-1,en,,wolfofwallst you are so rich why don t you help the indian people help them big man no one to help india st 
-1,en,,wolfofwallst you are so rich why don t you help the indian people help them big man no one to help india st 
-1,en,,worldwidewob you are so rich why don t you help the indian people help them big man no one to help india st 
-1,en,,wolfofwallst worldwidewob you are so rich why don t you help the indian people help them big man no one to 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
1,en,,rt moetitshidi africa is in the midst of a full blown third wave the sobering trajectory of surging cases should rouse everyone into urg
-1,en,,wolfofwallst worldwidewob you are so rich why don t you help the indian people help them big man no one to 
-1,en,,wolfofwallst stephencurry you are so rich why don t you help the indian people help them big man no one t 
-1,en,,wolfofwallst you are so rich why don t you help the indian people help them big man no one to help india st 
-1,en,,wolfofwallst you are so rich why don t you help the indian people help them big man no one to help india st 
1,en,,rt app token wolfofwallst you are so rich why don t you help the indian people help them big man no one to help india stand wit
-1,en,,pin code kasarwadi uhcvaccines covaxin min age limit dose capacity dose capacity dat 
-1,en,bihar,rt sumisukanya a woman in bihar received two doses of covishield and covaxin within a span of minutes in india all experiments
-1,en,covid19,the palestinian authority cancels a deal to receive soon to expire covid vaccines from israel after an initial 
-1,en,,pin code santoshnagar hajrat yunus pmcgvaccines covaxin min age limit dose capacity dos 
1,en,covid19,rt williamyang breaking moderna covid vaccines will be delivered by china airline s cargo flight from luxembourg tonight a
-1,en,,daddyhope mathuthu let me educate you some biology senior vaccines are injected into the bloodstream your immun 
1,en,,rt artemis any politician promoting lockdowns mask mandates amp vaccines as a solution to covid are in full support of un agenda
-1,en,covid19,rt arabnews the palestinian authority cancels a deal to receive soon to expire covid vaccines from israel after an initial shipment s
-1,en,covid19,rt arabnews the palestinian authority cancels a deal to receive soon to expire covid vaccines from israel after an initial shipment s
1,en,covid19,rt toiplus there is no denying that vaccines work data shows that covid cases have fallen sharply in most countries with higher vacci
1,en,,rt lizzybi how with the data coming out it s showing that we re heading straight to another lockdown situation the vaccines a
1,en,,rt lizzybi how with the data coming out it s showing that we re heading straight to another lockdown situation the vaccines a
-1,en,science,shout out to science and healthcareheroes heysciencesam drheathericu caulfieldtim in debunking the misinformat 
1,en,,rt httweets the results reinforce the theoretical understanding that these vaccines do not impact fertility addressing a false belief am
1,en,covid19,rt lawrencesellin this brief tweet by covid detective neophighter cuts to the heart of the issue and makes a number of other key comm
-1,en,covid19,rt arabnews the palestinian authority cancels a deal to receive soon to expire covid vaccines from israel after an initial shipment s
-1,en,,pin code galande hospital nagar rd pmcgvaccines covaxin min age limit dose capacity dos 
-1,en,,pin code jayabai sutar hospital pmcgvaccines covishield covaxin min age limit dose capacity 
-1,en,,pin code rajiv gandhi hospital pmcgvaccines covaxin min age limit dose capacity dose c 
-1,en,,pin code murlidhar laigude pmcgvaccines covaxin covishield min age limit dose capacity 
-1,en,,pin code kondhwa savitribai phule pmc gvaccines covaxin min age limit dose capacity dos 
-1,en,,pin code navale medical collegevaccines covishield min age limit dose capacity 
-1,en,,pin code aundh kuty rugnalaya pmcgvaccines covaxin min age limit dose capacity dose 
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,covid19,rt arabnews the palestinian authority cancels a deal to receive soon to expire covid vaccines from israel after an initial shipment s
-1,en,,yep anyone with basic genetic viral scientific knowledge knew this trend would develop it s exactly what happened 
1,en,covid19,rt bogochisaac covid vaccines have been administered so far today in ontario are nd doses these are huge vaccine days
0,en,astrazeneca,rt daily express eu s vaccine failure exposed binned astrazeneca and backed german jab that doesn t work curevac covid europeaniun
-1,en,,more than doctors and medical workers have caught covid in indonesia despite being vaccinated with sinovac a 
-1,en,covid19,rt lawrencesellin more links uncovered between pei yong shi and the wuhan institute of virology by covid detective realliangnaduo
-1,en,bihar,rt sumisukanya a woman in bihar received two doses of covishield and covaxin within a span of minutes in india all experiments
-1,en,,uganda imposes new anti coronavirus measures to stem raging pandemic 
0,en,covid19,rt ahemandias we shouldn t fully reopen because can t trust that vaxs work well against covid variants like deltavariant can t t
-1,en,,rt shawajason liars you tried to load off your expired vaccines just another war crime by israel 
-1,en,covid19,rt arabnews the palestinian authority cancels a deal to receive soon to expire covid vaccines from israel after an initial shipment s
